Lemma,SFI Rank,SFI,Adjusted Frequency per Million (U),意味,例文,,
cheese,2585,53.68,23,(名) チーズ,I like cheese. (チーズが好きだ。),,
trigger,2586,53.68,23,(動) 引き起こす、誘発する (名) 引き金,The incident triggered a series of events. (その出来事が一連の出来事を引き起こした。),,
pipe,2587,53.67,23,(名) パイプ、管、喫煙パイプ (動) パイプで送る,The water pipe burst. (水道管が破裂した。),,
destruction,2588,53.67,23,(名) 破壊、破滅,The earthquake caused widespread destruction. (地震は広範囲にわたる破壊を引き起こした。),,
guitar,2589,53.67,23,(名) ギター,He plays the guitar. (彼はギターを弾く。),,
flag,2590,53.67,23,(名) 旗 (動) 旗を振る、合図する,The flag was flying high. (旗が高くたなびいていた。),,
piano,2591,53.66,23,(名) ピアノ,She plays the piano beautifully. (彼女はピアノを美しく演奏する。),,
magic,2592,53.66,23,(名) 魔法、手品 (形) 魔法の,He believes in magic. (彼は魔法を信じている。),,
mystery,2593,53.66,23,(名) 神秘、謎,The crime is still a mystery. (その犯罪はまだ謎だ。),,
ski,2594,53.66,23,(動) スキーをする (名) スキー,Let's go skiing this winter. (この冬、スキーに行こう。),,
whisper,2595,53.65,23,(動) ささやく (名) ささやき声,He whispered something in her ear. (彼は彼女の耳に何かをささやいた。),,
rear,2596,53.65,23,(形) 後部の、裏の (名) 後部 (動) 育てる、立てる,The car has a rear window. (その車にはリアウィンドウがある。),,
menu,2597,53.65,23,(名) メニュー,Can I see the menu, please? (メニューを見せてもらえますか？),
species,2598,53.64,23,(名) 種、種類,Many species are endangered. (多くの種が絶滅の危機に瀕している。),,
moon,2599,53.64,23,(名) 月,The moon is full tonight. (今夜は満月だ。),,
presumably,2600,53.64,23,(副) おそらく、～と思われる,Presumably, he's at home. (おそらく、彼は家にいるだろう。),
bless,2601,53.64,23,(動) 祝福する、恵む,God bless you. (神の恵みがありますように。),,
airline,2602,53.64,23,(名) 航空会社,Which airline are you flying with? (どの航空会社で飛びますか？),,
amendment,2603,53.63,23,(名) 修正、改正,They proposed an amendment to the law. (彼らはその法律への修正案を提案した。),,
grandmother,2604,53.63,23,(名) 祖母,My grandmother is 80 years old. (私の祖母は80歳だ。),,
jury,2605,53.62,23,(名) 陪審、審査員団,The jury reached a verdict. (陪審は評決を下した。),,
cooperation,2606,53.62,23,(名) 協力、協調,We need your cooperation. (あなたの協力が必要です。),,
civilian,2607,53.61,23,(名) 文民、一般市民 (形) 民間の,Many civilians were killed in the war. (その戦争で多くの民間人が殺された。),,
composition,2608,53.61,23,(名) 構成、作品、作文,The composition of the painting is excellent. (その絵画の構図は素晴らしい。),,
coin,2609,53.6,23,(名) 硬貨、コイン (動) (貨幣を)鋳造する,He flipped a coin. (彼はコインを投げた。),,
regardless,2610,53.6,23,(副) にもかかわらず、～とは関係なく,He decided to go regardless of the weather. (彼は天気に関わらず行くことに決めた。),,
scan,2611,53.59,23,(動) スキャンする、ざっと見る (名) スキャン,Please scan this document. (この書類をスキャンしてください。),,
bunch,2612,53.59,23,(名) 房、束、集団,He bought a bunch of grapes. (彼はブドウを一房買った。),,
racial,2613,53.58,23,(形) 人種の、民族の,Racial discrimination is unacceptable. (人種差別は許されない。),,
greet,2614,53.58,23,(動) 挨拶する、迎える,She greeted him with a smile. (彼女は笑顔で彼を迎えた。),,
hopefully,2615,53.58,23,(副) 願わくは、うまくいけば,Hopefully, the weather will be good tomorrow. (うまくいけば、明日は良い天気だろう。),
sanction,2616,53.58,23,(名) 制裁、認可 (動) 制裁を課す、認可する,Economic sanctions were imposed on the country. (その国に経済制裁が課された。),,
trick,2617,53.58,23,(名) 策略、手品 (動) だます,He played a trick on me. (彼は私にいたずらをした。),,
paragraph,2618,53.58,23,(名) 段落,Read the first paragraph. (最初の段落を読みなさい。),,
maker,2619,53.57,23,(名) 製造業者、作り手,He is a furniture maker. (彼は家具職人だ。),,
chocolate,2620,53.56,23,(名) チョコレート,I love chocolate. (チョコレートが大好きだ。),,
stimulate,2621,53.56,23,(動) 刺激する、活気づける,The government tried to stimulate the economy. (政府は経済を活性化させようとした。),,
belt,2622,53.56,23,(名) ベルト、帯,He fastened his seatbelt. (彼はシートベルトを締めた。),,
potato,2623,53.55,23,(名) ジャガイモ,I like mashed potatoes. (マッシュポテトが好きだ。),,
narrative,2624,53.55,23,(名) 物語、語り口 (形) 物語の,The movie has a strong narrative. (その映画は強い物語性を持っている。),,
tissue,2625,53.55,23,(名) ティッシュ、組織,Please pass me a tissue. (ティッシュを取ってください。),,
barely,2626,53.54,23,(副) ほとんど～ない、かろうじて,He could barely speak. (彼はかろうじて話すことができた。),,
invent,2627,53.54,23,(動) 発明する、でっち上げる,Who invented the light bulb? (誰が電球を発明しましたか？),,
tourism,2628,53.54,23,(名) 観光、観光業,Tourism is a major industry in this area. (観光はこの地域の主要産業だ。),,
pro,2629,53.53,23,(名) 賛成者、プロ (形) 賛成の、プロの),There are pros and cons to everything. (何事にも賛否両論がある。),,
stair,2630,53.53,23,(名) 階段 (複数形でstairs),He walked up the stairs. (彼は階段を上った。),,
hesitate,2631,53.52,23,(動) ためらう、躊躇する,Don't hesitate to ask if you have any questions. (質問があれば遠慮なく聞いてください。),,
shine,2632,53.52,23,(動) 輝く、光る (名) 光沢,The sun was shining brightly. (太陽が明るく輝いていた。),,
motivation,2633,53.52,23,(名) 動機付け、やる気,He lacks motivation. (彼はやる気が足りない。),,
romantic,2634,53.51,22,(形) ロマンチックな、恋愛の,They had a romantic dinner. (彼らはロマンチックな夕食をとった。),,
firmly,2635,53.51,22,(副) 固く、しっかりと,He held her hand firmly. (彼は彼女の手をしっかりと握った。),,
interior,2636,53.51,22,(名) 内部、内装 (形) 内部の、室内の,The car's interior is luxurious. (その車の内装は豪華だ。),,
stomach,2637,53.51,22,(名) 胃、お腹,He had a stomach ache. (彼はお腹が痛かった。),,
nowhere,2638,53.5,22,(副) どこにも～ない、どこにも,I searched everywhere but found him nowhere. (あらゆる所を探したが、どこにも彼を見つけられなかった。),,
pray,2639,53.49,22,(動) 祈る,She prayed for peace. (彼女は平和を祈った。),,
championship,2640,53.48,22,(名) 選手権、優勝,He won the championship. (彼は選手権で優勝した。),,
servant,2641,53.48,22,(名) 使用人、召使い,She worked as a servant. (彼女は使用人として働いた。),,
immigrant,2642,53.48,22,(名) 移民,The city has a large immigrant population. (その都市には多くの移民人口がいる。),,
excess,2643,53.48,22,(名) 過剰、余分 (形) 過剰な,Remove the excess fat. (余分な脂肪を取り除きなさい。),,
complexity,2644,53.47,22,(名) 複雑さ,The complexity of the problem surprised him. (問題の複雑さに彼は驚いた。),,
liability,2645,53.47,22,(名) 法的責任、負債,The company has limited liability. (その会社は有限責任だ。),,
surprisingly,2646,53.46,22,(副) 驚くほど、意外にも,Surprisingly, he agreed to the plan. (驚くべきことに、彼はその計画に同意した。),
extract,2647,53.46,22,(動) 抽出する、引き抜く (名) 抽出物、抜粋,She extracted the juice from the oranges. (彼女はオレンジからジュースを抽出した。),,
implementation,2648,53.45,22,(名) 実行、実施,The implementation of the new system will take time. (新しいシステムの導入には時間がかかるだろう。),,
bias,2649,53.44,22,(名) 偏見、傾向 (動) 偏らせる,He showed a clear bias. (彼は明確な偏見を示した。),,
differently,2650,53.44,22,(副) 異なるように、違って,He thinks differently from me. (彼は私とは違う考え方をする。),,
catalog,2651,53.43,22,(名) カタログ、目録 (動) 目録に載せる,I ordered items from the catalog. (私はカタログから品物を注文した。),,
continuous,2652,53.43,22,(形) 連続的な、継続的な,There was a continuous rain for two days. (2日間連続で雨が降った。),,
golden,2653,53.42,22,(形) 金色の、黄金の,She wore a golden necklace. (彼女は金色のネックレスをしていた。),,
stamp,2654,53.42,22,(名) 切手、スタンプ (動) スタンプを押す、踏みつける,He put a stamp on the envelope. (彼は封筒に切手を貼った。),,
guideline,2655,53.41,22,(名) 指針、ガイドライン,Follow the guidelines. (ガイドラインに従ってください。),,
envelope,2656,53.41,22,(名) 封筒,Put the letter in the envelope. (手紙を封筒に入れてください。),,
knife,2657,53.41,22,(名) ナイフ、包丁,Be careful with that knife. (そのナイフには気をつけて。),,
biological,2658,53.4,22,(形) 生物学の、生物学的な,He is studying biological sciences. (彼は生物科学を学んでいる。),,
consume,2659,53.4,22,(動) 消費する、食べる,We consume a lot of energy. (私たちは多くのエネルギーを消費する。),,
luxury,2660,53.39,22,(名) 贅沢、豪華 (形) 豪華な,He lives a life of luxury. (彼は贅沢な生活を送っている。),,
weekly,2661,53.39,22,(形) 週刊の、毎週の (副) 毎週 (名) 週刊誌),I read a weekly magazine. (私は週刊誌を読んでいる。),,
wherever,2662,53.39,22,(接) ～するところならどこでも (副) どこで～しようとも,You can sit wherever you like. (好きなところに座っていいよ。),,
bite,2663,53.38,22,(動) 噛む (名) 噛むこと、一口,The dog bit him. (犬が彼を噛んだ。),,
printer,2664,53.38,22,(名) プリンター,My printer is out of ink. (私のプリンターはインク切れだ。),,
firstly,2665,53.38,22,(副) まず第一に,Firstly, I'd like to thank everyone. (まず第一に、皆さんに感謝したい。),
anxious,2666,53.38,22,(形) 心配している、切望している,She was anxious about the exam. (彼女は試験について心配していた。),,
